"[u'causes', u'methods', u'ipta', u'formulate', u'safety', u'especially', u'lot', u'true', u'buntar', u'disabled']","[u'fallen', u'borrowed', u'secure', u'activities', u'badly', u'armed_forces', u'challenges', u'ops_cantas', u'charges', u'confiscated']","[u'clearly', u'studies', u'drugs', u'single', u'saved', u'delivered', u'medium', u'rm', u'services', u'actually']","[u'leaving', u'to', u'reports', u'granting', u'explain', u'holders', u'businesses', u'obstacles', u'sold', u'actions']","[u'reached', u'benefit', u'effectively', u'disasters', u'transferred', u'deemed', u'products', u'preparedness', u'belaga', u'successful']","[u'figure', u'period', u'settled', u'johor', u'facing', u'establishment', u'what', u'secondary', u'bankrupt', u'rendered']","[u'if', u'imposed', u'india', u'involvement', u'laws', u'involving', u'express', u'implementation_gst', u'peninsula', u'granting']","[u'sold', u'police_officers', u'please', u'island', u'bonds', u'industrial', u'religious', u'look', u'retailers', u'study']","[u'cancer', u'bangladeshi_workers', u'decision', u'shown', u'participated', u'possibility', u'areas', u'growing', u'ec', u'monitored']","[u'strengthen', u'proton', u'enter', u'competitiveness', u'school', u'curbing', u'issue', u'pilot', u'overall', u'ban']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'plan', u'given', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'cost', u'given', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'cost', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'cost', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'plan', u'regarding', u'given', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'plan', u'implemented', u'cost']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'whether', u'especially', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'cost', u'plan', u'implemented']"
"[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'whether', u'measures', u'implemented', u'reduce']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'given', u'implemented', u'measures', u'plan']","[u'medicines', u'the', u'ensure', u'given', u'especially', u'whether', u'intends', u'implemented', u'measures', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'implemented', u'measures', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'given', u'whether', u'measures', u'regarding', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'whether', u'implemented', u'measures', u'reduce']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'given', u'measures', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'implemented', u'given', u'whether', u'measures', u'plan']","[u'medicines', u'the', u'ensure', u'given', u'especially', u'whether', u'intends', u'implemented', u'regarding', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'given', u'implemented', u'regarding', u'measures']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'regarding', u'especially', u'plan', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'given', u'regarding', u'plan', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'cost', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'cost', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'plan', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'plan', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'plan', u'given', u'regarding', u'cost']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'plan', u'given', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'given', u'especially', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'given', u'cost', u'plan']"
"[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'given', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'given', u'regarding', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'given', u'regarding', u'implemented', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'given', u'increase', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'implemented', u'regarding', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'implemented', u'given', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'regarding', u'given', u'implemented', u'increase']"
"[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'whether', u'measures', u'implemented', u'including']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'implemented', u'measures', u'increase']","[u'medicines', u'ensure', u'the', u'given', u'intends', u'whether', u'especially', u'cost', u'implemented', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'given', u'whether', u'cost', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'increase', u'regarding', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'implemented', u'cost', u'measures']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'measures', u'implemented', u'cost']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'given', u'whether', u'implemented', u'measures', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'implemented', u'regarding', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'cost', u'regarding', u'implemented']"
"[u'medicines', u'intends', u'ensure', u'the', u'whether', u'especially', u'regarding', u'plan', u'implemented', u'given']","[u'medicines', u'ensure', u'intends', u'whether', u'the', u'especially', u'implemented', u'plan', u'regarding', u'given']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'plan', u'regarding', u'implemented', u'given']","[u'medicines', u'intends', u'ensure', u'the', u'whether', u'especially', u'plan', u'regarding', u'implemented', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'plan', u'given', u'increase']","[u'medicines', u'intends', u'ensure', u'whether', u'the', u'especially', u'implemented', u'plan', u'given', u'regarding']","[u'medicines', u'intends', u'ensure', u'the', u'whether', u'especially', u'plan', u'implemented', u'regarding', u'given']","[u'medicines', u'intends', u'ensure', u'the', u'whether', u'especially', u'plan', u'implemented', u'regarding', u'given']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'regarding', u'plan', u'implemented', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'plan', u'implemented', u'given']"
"[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'especially', u'implemented', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'especially', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'given', u'whether', u'regarding', u'especially', u'intends', u'implemented', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'especially', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'given', u'intends', u'increase', u'especially', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'given', u'intends', u'implemented', u'regarding', u'especially', u'used']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'especially', u'implemented', u'improve']","[u'medicines', u'ensure', u'the', u'intends', u'regarding', u'whether', u'given', u'especially', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'given', u'intends', u'implemented', u'especially', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'given', u'intends', u'especially', u'implemented', u'increase']"
"[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'measures', u'whether', u'given', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'given', u'regarding', u'whether', u'including', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'measures', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'increase', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'given', u'whether', u'implemented', u'measures', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'measures', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'regarding', u'given', u'measures', u'implemented', u'whether']","[u'medicines', u'the', u'ensure', u'regarding', u'given', u'especially', u'intends', u'whether', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'regarding', u'whether', u'given', u'implemented', u'increase']"
"[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'implemented', u'especially', u'measures']","[u'medicines', u'whether', u'ensure', u'the', u'intends', u'given', u'regarding', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'given', u'intends', u'regarding', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'regarding', u'implemented', u'especially', u'cost']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'given', u'implemented', u'especially', u'increase']","[u'medicines', u'whether', u'the', u'ensure', u'intends', u'given', u'implemented', u'regarding', u'especially', u'plan']","[u'medicines', u'whether', u'the', u'ensure', u'intends', u'given', u'regarding', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'regarding', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'whether', u'ensure', u'given', u'regarding', u'intends', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'given', u'implemented', u'especially', u'cost']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'regarding', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'regarding', u'cost', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'whether', u'regarding', u'increase', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'increase', u'including']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'implemented', u'especially', u'including', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'especially', u'whether', u'implemented', u'regarding', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'regarding', u'especially', u'implemented', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'implemented', u'cost']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'implemented', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'regarding', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'regarding', u'given', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'especially', u'given', u'plan', u'implemented']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'implemented', u'given', u'especially', u'regarding', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'regarding', u'plan', u'given', u'improve']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'implemented', u'plan', u'given']","[u'medicines', u'the', u'whether', u'ensure', u'regarding', u'intends', u'given', u'especially', u'implemented', u'plan']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'especially', u'given', u'implemented', u'plan']"
"[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'implemented', u'regarding', u'given', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'whether', u'regarding', u'implemented', u'given', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'increase', u'implemented']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'implemented', u'regarding', u'used']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'improve']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'whether', u'regarding', u'implemented', u'given', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'plans']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'regarding', u'plan', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'improve', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'especially', u'plan', u'involved', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'plan', u'involved', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'given', u'regarding', u'plan', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'especially', u'implemented', u'plan', u'improve']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'improve', u'especially', u'given', u'plan', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'improve', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'especially', u'regarding', u'improve', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'especially', u'plan', u'regarding', u'improve']"
"[u'medicines', u'intends', u'the', u'ensure', u'especially', u'measures', u'whether', u'regarding', u'given', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'whether', u'given', u'regarding', u'measures', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'given', u'regarding', u'measures', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'regarding', u'measures', u'increase', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'regarding', u'given', u'increase', u'measures']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'especially', u'given', u'measures', u'regarding', u'implemented']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'whether', u'measures', u'given', u'regarding', u'increase']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'whether', u'measures', u'regarding', u'given', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'whether', u'especially', u'given', u'measures', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'regarding', u'given', u'increase', u'measures']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'especially', u'measures', u'involved']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'especially', u'implemented', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'given', u'intends', u'regarding', u'especially', u'involved', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'especially', u'involved', u'implemented']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'given', u'especially', u'involved', u'implemented']","[u'medicines', u'whether', u'the', u'ensure', u'intends', u'given', u'regarding', u'especially', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'regarding', u'especially', u'involved', u'implemented']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'regarding', u'given', u'especially', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'given', u'intends', u'especially', u'implemented', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'especially', u'involved', u'implemented']"
"[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'especially', u'measures', u'implemented', u'given']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'especially', u'given', u'implemented', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'especially', u'given', u'intends', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'given', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'especially', u'given', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'implemented', u'given', u'regarding', u'especially', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'especially', u'improve', u'implemented', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'implemented', u'given', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'given', u'intends', u'especially', u'implemented', u'improve']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'especially', u'given', u'implemented', u'improve']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'regarding', u'plan', u'given', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'regarding', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'plan', u'given', u'regarding', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'plan', u'implemented', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'plan', u'given', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'implemented', u'plan', u'given', u'especially', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'plan', u'especially', u'implemented', u'given', u'regarding']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'plan', u'implemented', u'given']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'given', u'especially', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'plan', u'regarding', u'especially', u'implemented', u'given']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'regarding', u'increase', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'especially', u'regarding', u'increase', u'cost']","[u'medicines', u'ensure', u'whether', u'the', u'intends', u'especially', u'given', u'regarding', u'increase', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'regarding', u'increase', u'cost']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'given', u'increase', u'regarding', u'involved']","[u'medicines', u'ensure', u'whether', u'intends', u'the', u'given', u'especially', u'regarding', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'given', u'improve', u'increase', u'regarding']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'regarding', u'increase', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'especially', u'regarding', u'increase', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'given', u'regarding', u'increase', u'improve']"
"[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'especially', u'given', u'whether', u'plan', u'measures']","[u'medicines', u'the', u'ensure', u'given', u'intends', u'especially', u'regarding', u'whether', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'regarding', u'given', u'whether', u'intends', u'especially', u'plan', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'especially', u'given', u'whether', u'plan', u'including']","[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'especially', u'given', u'whether', u'plan', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'plan', u'especially', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'plan', u'especially', u'plans']","[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'given', u'especially', u'whether', u'plan', u'measures']","[u'medicines', u'the', u'regarding', u'ensure', u'given', u'whether', u'intends', u'especially', u'plan', u'including']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'given', u'whether', u'especially', u'plan', u'including']"
"[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'measures', u'increase', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'increase', u'measures']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'implemented', u'increase', u'involved']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'implemented', u'increase', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'increase', u'measures', u'implemented']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'given', u'especially', u'implemented', u'measures', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'measures', u'increase', u'implemented']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'measures', u'increase', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'measures', u'regarding', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'increase', u'implemented', u'regarding']"
"[u'medicines', u'intends', u'the', u'ensure', u'whether', u'regarding', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'regarding', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'whether', u'especially', u'implemented', u'plan', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'regarding', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'intends', u'ensure', u'whether', u'the', u'implemented', u'regarding', u'given', u'especially', u'plan']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'especially', u'regarding', u'implemented', u'plans', u'plan']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'regarding', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'especially', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'implemented', u'plan', u'plans']"
"[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'measures', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'especially', u'whether', u'regarding', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'regarding', u'increase', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'given', u'increase', u'measures']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'regarding', u'improve', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'given', u'whether', u'measures', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'especially', u'whether', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'improve', u'implemented']"
"[u'medicines', u'ensure', u'intends', u'the', u'whether', u'regarding', u'especially', u'including', u'given', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'intends', u'especially', u'given', u'regarding', u'including', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'intends', u'especially', u'regarding', u'given', u'including', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'implemented', u'including', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'given', u'implemented', u'including']","[u'medicines', u'ensure', u'whether', u'intends', u'the', u'implemented', u'given', u'especially', u'plan', u'regarding']","[u'medicines', u'ensure', u'whether', u'intends', u'the', u'especially', u'regarding', u'given', u'including', u'implemented']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'regarding', u'given', u'implemented', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'intends', u'given', u'especially', u'including', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'especially', u'including', u'implemented', u'given']"
"[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'whether', u'especially', u'implemented', u'improve']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'especially', u'whether', u'regarding', u'implemented', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'regarding', u'implemented', u'plans']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'especially', u'whether', u'given', u'implemented', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'especially', u'whether', u'implemented', u'reduce']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'regarding', u'especially', u'implemented', u'plans']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'especially', u'regarding', u'improve', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'especially', u'given', u'whether', u'implemented', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'whether', u'especially', u'implemented', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'especially', u'whether', u'implemented', u'plans']"
