"[u'right', u'case', u'did', u'permanent', u'locally', u'rights', u'elected', u'rubber_tappers', u'upgraded', u'key']","[u'missing', u'duties', u'strategy', u'installed', u'yes', u'help', u'bought', u'suspected', u'poor', u'planning']","[u'technology', u'servants', u'approved', u'workers', u'construction', u'borrowers', u'near', u'scholarship', u'documents', u'refugees']","[u'party', u'free', u'reported', u'statements', u'include', u'conjunction', u'agriculture', u'abuse', u'restrict', u'married']","[u'shortterm', u'road', u'meet', u'broadband', u'dropped', u'inflation', u'drug', u'international', u'treated', u'time']","[u'itself', u'bridge', u'drop', u'proven', u'participated', u'strategy', u'registration', u'categories', u'vehicles', u'enacted']","[u'control', u'20102012', u'grants', u'form', u'experienced', u'house', u'as', u'detect', u'leaders', u'agricultural']","[u'resulted', u'ranked', u'fair', u'handed', u'abandoned', u'applications', u'flight', u'lose', u'enhance', u'benefited']","[u'exempted', u'payment', u'middlemen', u'charges', u'financial_institutions', u'ringgit', u'granting', u'commercialized', u'control', u'recent']","[u'pertaining', u'ended', u'destroyed', u'equity', u'teenagers', u'missing', u'construction', u'cause', u'drafting', u'collapsed']","[u'scholarships', u'klia2', u'tabung', u'selangor', u'taxi', u'participate', u'connecting', u'international', u'installed', u'special']","[u'jakim', u'leading', u'produced', u'regards', u'reflect', u'9mnaa', u'decrease', u'empower', u'standards', u'assisting']","[u'living', u'solving', u'late', u'primary_secondary_schools', u'adopt', u'forced', u'arrest', u'since', u'rising', u'seek']","[u'responsible', u'the', u'deliver', u'hudud', u'disclosed', u'difficulty', u'fight', u'new', u'laid', u'imposing']","[u'universities', u'air', u'burdening', u'repayment', u'funded', u'global', u'standards', u'jobs', u'bin', u'approving']","[u'hiring', u'capable', u'technical', u'peace', u'known', u'granted', u'logging', u'practised', u'conduct', u'detailed']","[u'achievements', u'declined', u'workforce', u'repay', u'acquired', u'investigations', u'homes', u'voters', u'completed', u'disclosed']","[u'blacklisted', u'details', u'organized', u'competitive', u'firearms', u'new', u'km', u'federal', u'teaching', u'places']","[u'applications', u'really', u'employees', u'promoting', u'far', u'women', u'revise', u'cars', u'showed', u'search']","[u'operations', u'unemployment', u'includes', u'protecting', u'introduced', u'abused', u'restoring', u'sales', u'measures', u'attended']"
"[u'medicines', u'what', u'given', u'resolve', u'measure', u'minister', u'place', u'general_election', u'solution', u'state']","[u'medicines', u'traders', u'gst', u'especially', u'economy', u'investigation', u'rm26', u'reduced', u'1mdb', u'billion']","[u'medicines', u'specify', u'1mdb', u'moment', u'adopted', u'view', u'asean', u'regarding', u'gst', u'the']","[u'medicines', u'given', u'ensure', u'especially', u'intends', u'improve', u'the', u'plan', u'carried', u'measures']","[u'medicines', u'ge13', u'indelible', u'please', u'ink', u'ge', u'plans', u'days', u'election', u'belaga']","[u'medicines', u'deposited', u'rm26', u'src_international', u'gst', u'traders', u'billion', u'state', u'millions', u'million']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'the', u'adopted', u'particularly', u'industrial']","[u'medicines', u'enable', u'especially', u'guidelines', u'intends', u'what', u'carried', u'institutions', u'address', u'following']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'initiative', u'addressing', u'address', u'operations', u'type']","[u'medicines', u'the', u'cost', u'ensure', u'whether', u'plans', u'intends', u'given', u'involved', u'plan']","[u'medicines', u'what', u'overcome', u'general_election', u'measure', u'given', u'whether', u'ensure', u'indelible', u'improve']","[u'medicines', u'please', u'indelible', u'plans', u'overcome', u'ge13', u'ink', u'provision', u'general_election', u'representatives']","[u'medicines', u'carried', u'the', u'intends', u'carry', u'nationwide', u'address', u'ensure', u'meet', u'operations']","[u'medicines', u'course', u'propose', u'hospitals', u'the', u'choose', u'ge13', u'nationwide', u'airport', u'carried']","[u'medicines', u'plans', u'especially', u'given', u'overcome', u'ensure', u'plan', u'the', u'intends', u'improve']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'the', u'particularly', u'constructed', u'total', u'view']","[u'medicines', u'1mdb', u'deposited', u'specify', u'gst', u'investigation', u'asean', u'rm26', u'indonesia', u'deal']","[u'medicines', u'overcome', u'state', u'plans', u'whether', u'regarding', u'given', u'sk', u'ensure', u'managed']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'deposited', u'1mdb', u'indonesia', u'million', u'the']","[u'medicines', u'million', u'especially', u'foreign_workers', u'gst', u'registered', u'felda', u'sectors', u'gained', u'affected']"
"[u'medicines', u'what', u'begin', u'measure', u'given', u'state', u'general_election', u'implemented', u'resolve', u'minister']","[u'medicines', u'traders', u'investigation', u'especially', u'prices', u'affected', u'state', u'gst', u'rise', u'billion']","[u'medicines', u'specify', u'1mdb', u'moment', u'adopted', u'the', u'view', u'gst', u'china', u'indonesia']","[u'medicines', u'given', u'ensure', u'especially', u'plan', u'improve', u'intends', u'the', u'what', u'including']","[u'medicines', u'indelible', u'ge13', u'please', u'ink', u'ge', u'election', u'plans', u'days', u'belaga']","[u'medicines', u'deposited', u'src_international', u'rm26', u'traders', u'gst', u'state', u'billion', u'millions', u'investigation']","[u'medicines', u'moment', u'specify', u'regarding', u'construct', u'view', u'adopted', u'industrial', u'the', u'conducting']","[u'medicines', u'institutions', u'enable', u'especially', u'what', u'guidelines', u'intends', u'higher', u'following', u'carried']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'addressing', u'including', u'initiative', u'cost', u'especially']","[u'medicines', u'the', u'cost', u'ensure', u'plan', u'whether', u'including', u'intends', u'plans', u'provide']","[u'medicines', u'what', u'measure', u'overcome', u'general_election', u'indelible', u'given', u'whether', u'begin', u'ensure']","[u'medicines', u'please', u'indelible', u'overcome', u'ink', u'plans', u'ge13', u'plan', u'provision', u'general_election']","[u'medicines', u'the', u'carried', u'intends', u'carry', u'nationwide', u'including', u'abolish', u'ensure', u'meet']","[u'medicines', u'course', u'propose', u'the', u'choose', u'hospitals', u'nationwide', u'abolish', u'meet', u'carried']","[u'medicines', u'especially', u'plan', u'plans', u'ensure', u'overcome', u'improve', u'given', u'the', u'implemented']","[u'medicines', u'specify', u'moment', u'the', u'construct', u'regarding', u'adopted', u'industrial', u'conducted', u'constructed']","[u'medicines', u'investigation', u'deposited', u'1mdb', u'gst', u'indonesia', u'rm26', u'asean', u'deal', u'billion']","[u'medicines', u'overcome', u'state', u'whether', u'sk', u'plans', u'implemented', u'ensure', u'given', u'regarding']","[u'medicines', u'specify', u'moment', u'adopted', u'deposited', u'gst', u'indonesia', u'growth', u'china', u'conducted']","[u'medicines', u'especially', u'million', u'foreign_workers', u'felda', u'affected', u'gst', u'gained', u'work', u'sectors']"
"[u'medicines', u'what', u'begin', u'measure', u'given', u'resolve', u'state', u'minister', u'implemented', u'place']","[u'medicines', u'affected', u'traders', u'gst', u'especially', u'state', u'investigation', u'reason', u'international', u'prices']","[u'medicines', u'specify', u'moment', u'1mdb', u'view', u'adopted', u'gst', u'the', u'regarding', u'asean']","[u'medicines', u'given', u'intends', u'especially', u'ensure', u'improve', u'the', u'plan', u'measures', u'what']","[u'medicines', u'ge13', u'please', u'indelible', u'plans', u'ink', u'election', u'ge', u'build', u'regarding']","[u'medicines', u'src_international', u'deposited', u'rm26', u'gst', u'traders', u'state', u'millions', u'billion', u'million']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'the', u'adopted', u'conducting', u'particularly']","[u'medicines', u'institutions', u'intends', u'enable', u'especially', u'guidelines', u'what', u'proton', u'carried', u'following']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'addressing', u'address', u'initiative', u'public', u'including']","[u'medicines', u'the', u'intends', u'cost', u'plans', u'whether', u'ensure', u'plan', u'build', u'given']","[u'medicines', u'what', u'measure', u'overcome', u'general_election', u'given', u'whether', u'improve', u'ensure', u'plan']","[u'medicines', u'please', u'plans', u'overcome', u'indelible', u'ink', u'ge13', u'provision', u'plan', u'election_commission_ec']","[u'medicines', u'the', u'carried', u'intends', u'abolish', u'nationwide', u'carry', u'address', u'meet', u'including']","[u'medicines', u'course', u'propose', u'choose', u'hospitals', u'the', u'abolish', u'nationwide', u'intends', u'preparing']","[u'medicines', u'plans', u'especially', u'intends', u'plan', u'given', u'overcome', u'the', u'improve', u'implemented']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'the', u'particularly', u'conducted', u'view', u'constructed']","[u'medicines', u'1mdb', u'gst', u'asean', u'investigation', u'specify', u'deposited', u'rm26', u'indonesia', u'deal']","[u'medicines', u'overcome', u'plans', u'state', u'whether', u'regarding', u'given', u'implemented', u'sk', u'managed']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'conducted', u'deposited', u'the', u'view', u'regarding']","[u'medicines', u'especially', u'foreign_workers', u'million', u'affected', u'gst', u'intends', u'registered', u'epf', u'implemented']"
"[u'medicines', u'what', u'begin', u'state', u'given', u'resolve', u'solution', u'measure', u'minister', u'published']","[u'medicines', u'especially', u'traders', u'state', u'economy', u'gst', u'affected', u'investigation', u'international', u'billion']","[u'medicines', u'specify', u'1mdb', u'moment', u'adopted', u'the', u'china', u'view', u'regarding', u'indonesia']","[u'medicines', u'given', u'especially', u'intends', u'the', u'ensure', u'improve', u'plan', u'what', u'including']","[u'medicines', u'ge13', u'indelible', u'please', u'ink', u'ge', u'plans', u'election', u'regarding', u'constituency']","[u'medicines', u'src_international', u'deposited', u'rm26', u'state', u'gst', u'traders', u'billion', u'million', u'millions']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'the', u'adopted', u'conducting', u'particularly']","[u'medicines', u'enable', u'especially', u'institutions', u'guidelines', u'intends', u'what', u'following', u'higher', u'carried']","[u'medicines', u'the', u'carried', u'intends', u'address', u'nationwide', u'especially', u'addressing', u'including', u'meet']","[u'medicines', u'the', u'cost', u'intends', u'provide', u'ensure', u'whether', u'plan', u'including', u'plans']","[u'medicines', u'what', u'overcome', u'measure', u'given', u'whether', u'improve', u'general_election', u'especially', u'begin']","[u'medicines', u'please', u'overcome', u'indelible', u'plans', u'ink', u'ge13', u'plan', u'provision', u'improve']","[u'medicines', u'the', u'carried', u'intends', u'carry', u'address', u'nationwide', u'meet', u'abolish', u'including']","[u'medicines', u'course', u'the', u'propose', u'choose', u'hospitals', u'meet', u'nationwide', u'intends', u'preparing']","[u'medicines', u'especially', u'the', u'plan', u'plans', u'intends', u'improve', u'given', u'overcome', u'provide']","[u'medicines', u'specify', u'moment', u'the', u'construct', u'regarding', u'particularly', u'conducted', u'adopted', u'view']","[u'medicines', u'1mdb', u'specify', u'investigation', u'indonesia', u'gst', u'rm26', u'the', u'following', u'deposited']","[u'medicines', u'overcome', u'state', u'whether', u'plans', u'regarding', u'given', u'sk', u'implemented', u'ensure']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'the', u'conducted', u'indonesia', u'china', u'deposited']","[u'medicines', u'especially', u'foreign_workers', u'million', u'intends', u'gained', u'affected', u'working', u'gst', u'tourists']"
"[u'medicines', u'what', u'given', u'resolve', u'begin', u'state', u'measure', u'minister', u'solution', u'whether']","[u'medicines', u'traders', u'gst', u'especially', u'state', u'investigation', u'billion', u'affected', u'economy', u'rm26']","[u'medicines', u'specify', u'moment', u'1mdb', u'view', u'regarding', u'the', u'adopted', u'gst', u'china']","[u'medicines', u'given', u'ensure', u'improve', u'plan', u'especially', u'the', u'intends', u'what', u'including']","[u'medicines', u'ge13', u'indelible', u'please', u'ge', u'plans', u'ink', u'election', u'regarding', u'build']","[u'medicines', u'deposited', u'rm26', u'src_international', u'gst', u'state', u'traders', u'billion', u'million', u'implementation_gst']","[u'medicines', u'specify', u'moment', u'regarding', u'view', u'construct', u'the', u'industrial', u'adopted', u'conducting']","[u'medicines', u'institutions', u'guidelines', u'enable', u'what', u'especially', u'intends', u'carried', u'following', u'higher']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'address', u'including', u'addressing', u'operations', u'public']","[u'medicines', u'the', u'cost', u'whether', u'plans', u'ensure', u'plan', u'including', u'intends', u'improve']","[u'medicines', u'what', u'overcome', u'whether', u'given', u'measure', u'improve', u'plan', u'election', u'ensure']","[u'medicines', u'please', u'plans', u'indelible', u'overcome', u'ink', u'ge13', u'provision', u'plan', u'improve']","[u'medicines', u'the', u'carried', u'carry', u'intends', u'nationwide', u'address', u'including', u'abolish', u'meet']","[u'medicines', u'course', u'propose', u'the', u'hospitals', u'nationwide', u'choose', u'abolish', u'meet', u'plans']","[u'medicines', u'plans', u'plan', u'especially', u'overcome', u'improve', u'whether', u'given', u'the', u'ensure']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'the', u'view', u'particularly', u'total', u'constructed']","[u'medicines', u'gst', u'1mdb', u'specify', u'investigation', u'rm26', u'indonesia', u'deposited', u'asean', u'ringgit']","[u'medicines', u'overcome', u'plans', u'state', u'whether', u'regarding', u'sk', u'given', u'plan', u'ensure']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'regarding', u'deposited', u'indonesia', u'the', u'view']","[u'medicines', u'especially', u'foreign_workers', u'million', u'gst', u'affected', u'gained', u'intends', u'ensure', u'registered']"
"[u'medicines', u'what', u'begin', u'given', u'resolve', u'minister', u'solution', u'state', u'when', u'published']","[u'medicines', u'gst', u'especially', u'global', u'1mdb', u'rise', u'traders', u'state', u'investigation', u'economy']","[u'medicines', u'specify', u'1mdb', u'moment', u'view', u'adopted', u'debt', u'gst', u'asean', u'the']","[u'medicines', u'given', u'especially', u'ensure', u'intends', u'what', u'the', u'plan', u'improve', u'including']","[u'medicines', u'ge13', u'please', u'indelible', u'ge', u'ink', u'election', u'plans', u'days', u'upgrade']","[u'medicines', u'src_international', u'deposited', u'rm26', u'gst', u'state', u'billion', u'traders', u'fall', u'million']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'view', u'adopted', u'the', u'industrial', u'conducted']","[u'medicines', u'guidelines', u'enable', u'institutions', u'especially', u'what', u'intends', u'following', u'carried', u'address']","[u'medicines', u'the', u'carried', u'nationwide', u'intends', u'address', u'initiative', u'operations', u'addressing', u'prevent']","[u'medicines', u'the', u'cost', u'upgrade', u'ensure', u'plans', u'whether', u'intends', u'nationwide', u'including']","[u'medicines', u'what', u'overcome', u'given', u'election', u'general_election', u'measure', u'whether', u'indelible', u'ensure']","[u'medicines', u'please', u'indelible', u'overcome', u'plans', u'ge13', u'ink', u'provision', u'standardize', u'representatives']","[u'medicines', u'carried', u'the', u'nationwide', u'intends', u'carry', u'address', u'abolish', u'including', u'meet']","[u'medicines', u'course', u'propose', u'hospitals', u'the', u'nationwide', u'choose', u'ge13', u'meet', u'abolish']","[u'medicines', u'especially', u'plans', u'overcome', u'given', u'plan', u'ensure', u'the', u'intends', u'implemented']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'the', u'constructed', u'view', u'conducted', u'adopted']","[u'medicines', u'1mdb', u'gst', u'investigation', u'specify', u'asean', u'rm26', u'deposited', u'deal', u'indonesia']","[u'medicines', u'overcome', u'state', u'plans', u'whether', u'regarding', u'managed', u'given', u'sk', u'implemented']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'1mdb', u'deposited', u'conducted', u'debt', u'view']","[u'medicines', u'especially', u'foreign_workers', u'million', u'gst', u'affected', u'gained', u'scholarships', u'registered', u'felda']"
"[u'medicines', u'what', u'measure', u'given', u'resolve', u'state', u'begin', u'solution', u'place', u'financial']","[u'medicines', u'especially', u'traders', u'state', u'global', u'billion', u'prices', u'affected', u'gst', u'ensure']","[u'medicines', u'specify', u'moment', u'1mdb', u'asean', u'adopted', u'view', u'debt', u'the', u'china']","[u'medicines', u'ensure', u'given', u'especially', u'improve', u'intends', u'plan', u'the', u'what', u'public']","[u'medicines', u'indelible', u'ge13', u'please', u'ink', u'ge', u'plans', u'election', u'belaga', u'days']","[u'medicines', u'deposited', u'src_international', u'rm26', u'state', u'gst', u'billion', u'traders', u'million', u'millions']","[u'medicines', u'moment', u'specify', u'regarding', u'construct', u'view', u'adopted', u'industrial', u'the', u'conducting']","[u'medicines', u'institutions', u'enable', u'especially', u'guidelines', u'intends', u'what', u'higher', u'following', u'carried']","[u'medicines', u'the', u'carried', u'intends', u'initiative', u'nationwide', u'ensure', u'especially', u'public', u'addressing']","[u'medicines', u'the', u'ensure', u'cost', u'whether', u'intends', u'plans', u'given', u'plan', u'improve']","[u'medicines', u'what', u'measure', u'overcome', u'given', u'general_election', u'ensure', u'whether', u'indelible', u'improve']","[u'medicines', u'please', u'indelible', u'overcome', u'plans', u'ink', u'ge13', u'provision', u'plan', u'general_election']","[u'medicines', u'the', u'carried', u'intends', u'carry', u'nationwide', u'ensure', u'abolish', u'including', u'meet']","[u'medicines', u'course', u'propose', u'choose', u'hospitals', u'the', u'abolish', u'meet', u'nationwide', u'intends']","[u'medicines', u'especially', u'plans', u'ensure', u'overcome', u'improve', u'plan', u'given', u'the', u'intends']","[u'medicines', u'moment', u'specify', u'construct', u'regarding', u'the', u'constructed', u'particularly', u'conducted', u'total']","[u'medicines', u'deposited', u'1mdb', u'asean', u'ringgit', u'investigation', u'rm26', u'indonesia', u'gst', u'moment']","[u'medicines', u'overcome', u'state', u'whether', u'plans', u'ensure', u'given', u'sk', u'regarding', u'managed']","[u'medicines', u'specify', u'moment', u'deposited', u'adopted', u'gst', u'indonesia', u'china', u'conducted', u'1mdb']","[u'medicines', u'foreign_workers', u'especially', u'million', u'affected', u'gst', u'ensure', u'felda', u'intends', u'work']"
"[u'medicines', u'what', u'begin', u'given', u'measure', u'state', u'solution', u'minister', u'reason', u'implemented']","[u'medicines', u'investigation', u'gst', u'state', u'global', u'affected', u'prices', u'economy', u'traders', u'billion']","[u'medicines', u'specify', u'moment', u'1mdb', u'adopted', u'view', u'regarding', u'debt', u'the', u'gst']","[u'medicines', u'given', u'ensure', u'improve', u'especially', u'what', u'plan', u'including', u'intends', u'the']","[u'medicines', u'ge13', u'indelible', u'please', u'ink', u'ge', u'plans', u'belaga', u'election', u'regarding']","[u'medicines', u'src_international', u'deposited', u'rm26', u'gst', u'state', u'billion', u'traders', u'investigation', u'global']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'adopted', u'the', u'particularly', u'conducted']","[u'medicines', u'institutions', u'enable', u'what', u'guidelines', u'especially', u'intends', u'higher', u'following', u'mps']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'including', u'address', u'initiative', u'operations', u'addressing']","[u'medicines', u'the', u'cost', u'whether', u'given', u'including', u'ensure', u'intends', u'plans', u'plan']","[u'medicines', u'what', u'measure', u'overcome', u'given', u'general_election', u'whether', u'indelible', u'improve', u'begin']","[u'medicines', u'please', u'indelible', u'overcome', u'plans', u'ink', u'ge13', u'provision', u'general_election', u'belaga']","[u'medicines', u'the', u'carried', u'carry', u'intends', u'nationwide', u'including', u'abolish', u'address', u'involved']","[u'medicines', u'course', u'propose', u'hospitals', u'the', u'choose', u'abolish', u'nationwide', u'meet', u'carried']","[u'medicines', u'given', u'especially', u'plans', u'overcome', u'plan', u'whether', u'improve', u'implemented', u'ensure']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'the', u'particularly', u'total', u'constructed', u'adopted']","[u'medicines', u'investigation', u'1mdb', u'gst', u'deposited', u'indonesia', u'specify', u'rm26', u'ringgit', u'asean']","[u'medicines', u'overcome', u'state', u'whether', u'given', u'plans', u'regarding', u'managed', u'implemented', u'sk']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'deposited', u'indonesia', u'conducted', u'regarding', u'china']","[u'medicines', u'especially', u'million', u'foreign_workers', u'felda', u'gst', u'affected', u'way', u'economy', u'tourists']"
"[u'medicines', u'what', u'given', u'solution', u'state', u'begin', u'measure', u'minister', u'resolve', u'implemented']","[u'medicines', u'especially', u'billion', u'gst', u'economy', u'international', u'state', u'1mdb', u'traders', u'investigation']","[u'medicines', u'specify', u'1mdb', u'moment', u'adopted', u'view', u'the', u'asean', u'regarding', u'debt']","[u'medicines', u'given', u'especially', u'improve', u'intends', u'ensure', u'plan', u'the', u'what', u'including']","[u'medicines', u'please', u'ge13', u'indelible', u'ink', u'ge', u'plans', u'election', u'build', u'days']","[u'medicines', u'deposited', u'src_international', u'rm26', u'gst', u'billion', u'millions', u'state', u'million', u'traders']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'adopted', u'the', u'particularly', u'constructed']","[u'medicines', u'enable', u'guidelines', u'especially', u'institutions', u'intends', u'what', u'carried', u'mps', u'following']","[u'medicines', u'the', u'carried', u'intends', u'address', u'nationwide', u'public', u'especially', u'operations', u'addressing']","[u'medicines', u'the', u'intends', u'whether', u'cost', u'plans', u'ensure', u'given', u'build', u'upgrade']","[u'medicines', u'what', u'overcome', u'given', u'measure', u'whether', u'indelible', u'improve', u'plan', u'general_election']","[u'medicines', u'please', u'indelible', u'plans', u'overcome', u'ink', u'ge13', u'provision', u'representatives', u'plan']","[u'medicines', u'carried', u'the', u'intends', u'carry', u'address', u'abolish', u'nationwide', u'meet', u'including']","[u'medicines', u'course', u'propose', u'hospitals', u'the', u'choose', u'abolish', u'carried', u'meet', u'intends']","[u'medicines', u'especially', u'plans', u'plan', u'overcome', u'given', u'improve', u'the', u'intends', u'ensure']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'the', u'adopted', u'view', u'constructed', u'particularly']","[u'medicines', u'1mdb', u'specify', u'deposited', u'gst', u'rm26', u'asean', u'investigation', u'billion', u'indonesia']","[u'medicines', u'overcome', u'state', u'plans', u'whether', u'given', u'regarding', u'sk', u'implemented', u'managed']","[u'medicines', u'specify', u'moment', u'adopted', u'deposited', u'gst', u'1mdb', u'million', u'view', u'the']","[u'medicines', u'especially', u'million', u'foreign_workers', u'gst', u'felda', u'economy', u'international', u'gained', u'eligible']"
"[u'medicines', u'what', u'state', u'measure', u'begin', u'resolve', u'given', u'financial', u'minister', u'general_election']","[u'medicines', u'state', u'economy', u'especially', u'gst', u'traders', u'billion', u'global', u'affected', u'deal']","[u'medicines', u'specify', u'1mdb', u'moment', u'view', u'asean', u'adopted', u'debt', u'the', u'regarding']","[u'medicines', u'given', u'improve', u'especially', u'ensure', u'intends', u'plan', u'what', u'including', u'measures']","[u'medicines', u'ge13', u'please', u'indelible', u'ink', u'ge', u'plans', u'election', u'build', u'regarding']","[u'medicines', u'deposited', u'src_international', u'rm26', u'state', u'gst', u'billion', u'millions', u'traders', u'economy']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'view', u'the', u'adopted', u'particularly', u'conducting']","[u'medicines', u'institutions', u'guidelines', u'enable', u'especially', u'what', u'intends', u'higher', u'following', u'carried']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'addressing', u'initiative', u'including', u'operations', u'especially']","[u'medicines', u'the', u'plans', u'cost', u'intends', u'whether', u'ensure', u'including', u'improve', u'plan']","[u'medicines', u'what', u'overcome', u'measure', u'general_election', u'given', u'improve', u'election', u'whether', u'indelible']","[u'medicines', u'please', u'indelible', u'overcome', u'plans', u'ink', u'ge13', u'provision', u'standardize', u'representatives']","[u'medicines', u'carried', u'the', u'intends', u'carry', u'nationwide', u'abolish', u'including', u'address', u'auditor']","[u'medicines', u'course', u'propose', u'hospitals', u'choose', u'the', u'nationwide', u'abolish', u'ge13', u'carried']","[u'medicines', u'especially', u'plans', u'overcome', u'improve', u'plan', u'given', u'intends', u'ensure', u'measures']","[u'medicines', u'specify', u'moment', u'construct', u'regarding', u'the', u'particularly', u'view', u'constructed', u'occurred']","[u'medicines', u'1mdb', u'deposited', u'gst', u'asean', u'ringgit', u'deal', u'rm26', u'indonesia', u'investigation']","[u'medicines', u'overcome', u'state', u'plans', u'sk', u'whether', u'regarding', u'given', u'managed', u'plan']","[u'medicines', u'specify', u'moment', u'adopted', u'deposited', u'gst', u'1mdb', u'view', u'conducted', u'indonesia']","[u'medicines', u'especially', u'million', u'foreign_workers', u'economy', u'gst', u'budget', u'felda', u'affected', u'eligible']"
"[u'medicines', u'what', u'begin', u'state', u'measure', u'given', u'implemented', u'minister', u'reason', u'when']","[u'medicines', u'gst', u'state', u'especially', u'investigation', u'economy', u'affected', u'billion', u'traders', u'global']","[u'medicines', u'specify', u'moment', u'1mdb', u'the', u'view', u'adopted', u'regarding', u'gst', u'asean']","[u'medicines', u'ensure', u'given', u'intends', u'improve', u'the', u'especially', u'plan', u'including', u'what']","[u'medicines', u'ge13', u'please', u'indelible', u'ink', u'ge', u'plans', u'election', u'regarding', u'days']","[u'medicines', u'deposited', u'src_international', u'rm26', u'gst', u'state', u'billion', u'traders', u'millions', u'economy']","[u'medicines', u'specify', u'moment', u'regarding', u'construct', u'view', u'the', u'adopted', u'industrial', u'conducting']","[u'medicines', u'guidelines', u'institutions', u'intends', u'especially', u'enable', u'what', u'following', u'carried', u'higher']","[u'medicines', u'the', u'intends', u'carried', u'nationwide', u'initiative', u'addressing', u'operations', u'ensure', u'including']","[u'medicines', u'the', u'cost', u'ensure', u'intends', u'whether', u'plans', u'including', u'given', u'plan']","[u'medicines', u'what', u'overcome', u'measure', u'given', u'whether', u'ensure', u'improve', u'begin', u'plan']","[u'medicines', u'please', u'indelible', u'plans', u'overcome', u'ink', u'ge13', u'provision', u'election_commission_ec', u'plan']","[u'medicines', u'the', u'carried', u'intends', u'nationwide', u'carry', u'ensure', u'including', u'abolish', u'address']","[u'medicines', u'course', u'propose', u'the', u'hospitals', u'choose', u'nationwide', u'intends', u'abolish', u'meet']","[u'medicines', u'especially', u'plans', u'ensure', u'the', u'plan', u'intends', u'overcome', u'improve', u'given']","[u'medicines', u'specify', u'moment', u'regarding', u'the', u'construct', u'particularly', u'view', u'total', u'occurred']","[u'medicines', u'gst', u'1mdb', u'specify', u'ringgit', u'rm26', u'investigation', u'deposited', u'asean', u'deal']","[u'medicines', u'overcome', u'state', u'plans', u'sk', u'whether', u'regarding', u'ensure', u'implemented', u'given']","[u'medicines', u'specify', u'moment', u'adopted', u'gst', u'deposited', u'conducted', u'the', u'regarding', u'view']","[u'medicines', u'especially', u'foreign_workers', u'gst', u'million', u'intends', u'felda', u'affected', u'implemented', u'economy']"
