"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'tetap', u'sabah', u'kesan', u'tangan', u'tuju', u'status', u'sekolah', u'libat', u'laksana']","[u'senario', u'tetap', u'tuju', u'kesan', u'tangan', u'sabah', u'libat', u'akibat', u'status', u'nilai']","[u'senario', u'tetap', u'sabah', u'status', u'tangan', u'libat', u'kesan', u'tuju', u'sekolah', u'banjir']","[u'senario', u'tetap', u'kesan', u'tangan', u'sabah', u'status', u'tuju', u'akibat', u'sekolah', u'libat']","[u'senario', u'tetap', u'sabah', u'status', u'sarawak', u'tangan', u'kesan', u'laksana', u'libat', u'tuju']","[u'senario', u'tetap', u'sabah', u'tangan', u'tuju', u'kesan', u'libat', u'status', u'sarawak', u'akibat']","[u'senario', u'tetap', u'sabah', u'tangan', u'kesan', u'tuju', u'akibat', u'1mdb', u'sarawak', u'status']","[u'senario', u'tetap', u'sabah', u'tangan', u'status', u'tuju', u'kesan', u'sarawak', u'libat', u'nilai']","[u'senario', u'sabah', u'status', u'tetap', u'sarawak', u'kesan', u'sekolah', u'laksana', u'libat', u'tangan']","[u'senario', u'tetap', u'tuju', u'sabah', u'tangan', u'kesan', u'status', u'libat', u'sarawak', u'akibat']","[u'senario', u'tetap', u'sabah', u'status', u'sekolah', u'laksana', u'sarawak', u'tuju', u'tangan', u'kesan']","[u'senario', u'tetap', u'kesan', u'sabah', u'tangan', u'status', u'tuju', u'akibat', u'sarawak', u'libat']","[u'senario', u'sabah', u'tetap', u'status', u'kesan', u'laksana', u'tuju', u'sekolah', u'tangan', u'sarawak']","[u'senario', u'tetap', u'tuju', u'tangan', u'kesan', u'sabah', u'sarawak', u'status', u'libat', u'nilai']","[u'senario', u'sabah', u'tetap', u'kesan', u'status', u'sekolah', u'tangan', u'nilai', u'tuju', u'sarawak']","[u'senario', u'tetap', u'sabah', u'tangan', u'kesan', u'status', u'akibat', u'sarawak', u'sekolah', u'tuju']","[u'senario', u'tetap', u'sabah', u'tangan', u'status', u'kesan', u'sarawak', u'libat', u'tuju', u'laksana']","[u'senario', u'tetap', u'kesan', u'tangan', u'sabah', u'tuju', u'libat', u'1mdb', u'nilai', u'sarawak']","[u'senario', u'tetap', u'sabah', u'tangan', u'status', u'libat', u'sarawak', u'kesan', u'ajar', u'sekolah']","[u'senario', u'tetap', u'sabah', u'kesan', u'tangan', u'tuju', u'libat', u'sarawak', u'status', u'akibat']"
"[u'senario', u'sekolah', u'sabah', u'laksana', u'ajar', u'tetap', u'status', u'tangan', u'agama', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'laksana', u'sabah', u'tetap', u'status', u'agama', u'tangan', u'tuju']","[u'senario', u'sekolah', u'ajar', u'laksana', u'sabah', u'status', u'tetap', u'tangan', u'libat', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'laksana', u'tetap', u'sabah', u'status', u'tangan', u'khas', u'rancang']","[u'senario', u'sekolah', u'ajar', u'laksana', u'sabah', u'status', u'sarawak', u'tetap', u'rancang', u'khas']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'tetap', u'status', u'agama', u'sarawak', u'tangan']","[u'senario', u'sekolah', u'sabah', u'ajar', u'tetap', u'laksana', u'tangan', u'agama', u'khas', u'status']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'status', u'tetap', u'tangan', u'sarawak', u'bekal']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'status', u'sarawak', u'rancang', u'siasat', u'khas']","[u'senario', u'sekolah', u'laksana', u'sabah', u'status', u'ajar', u'tetap', u'tuju', u'tangan', u'siasat']","[u'senario', u'sekolah', u'ajar', u'laksana', u'sabah', u'status', u'sarawak', u'ianya', u'tetap', u'agama']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'status', u'tangan', u'tetap', u'agama', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'status', u'rancang', u'tetap', u'bekal', u'agama']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sabah', u'laksana', u'tangan', u'status', u'tuju', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'status', u'agama', u'nilai', u'sarawak', u'bangsa']","[u'senario', u'sekolah', u'ajar', u'laksana', u'sabah', u'status', u'tetap', u'tangan', u'agama', u'siasat']","[u'senario', u'sekolah', u'sabah', u'laksana', u'ajar', u'status', u'tetap', u'sarawak', u'tangan', u'agama']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sabah', u'tangan', u'laksana', u'siasat', u'libat', u'agama']","[u'senario', u'sekolah', u'ajar', u'sabah', u'laksana', u'status', u'tetap', u'tangan', u'sarawak', u'agama']","[u'senario', u'sekolah', u'ajar', u'laksana', u'tetap', u'sabah', u'tangan', u'status', u'sarawak', u'agama']"
"[u'senario', u'kaji', u'laksana', u'sekolah', u'tangan', u'tetap', u'kesan', u'jauh', u'sabah', u'tuju']","[u'senario', u'kaji', u'tangan', u'kesan', u'laksana', u'tetap', u'tuju', u'sekolah', u'bekal', u'libat']","[u'senario', u'kaji', u'sekolah', u'tangan', u'laksana', u'tetap', u'libat', u'kesan', u'tuju', u'jauh']","[u'senario', u'tetap', u'sekolah', u'tangan', u'laksana', u'kaji', u'kesan', u'jauh', u'tuju', u'akibat']","[u'senario', u'laksana', u'sekolah', u'tangan', u'sabah', u'tetap', u'kesan', u'kaji', u'status', u'libat']","[u'senario', u'kaji', u'tangan', u'sekolah', u'laksana', u'tetap', u'tuju', u'kesan', u'sabah', u'jauh']","[u'senario', u'tangan', u'kaji', u'tetap', u'kesan', u'laksana', u'sabah', u'sekolah', u'tuju', u'akibat']","[u'senario', u'sekolah', u'tangan', u'tetap', u'kaji', u'jauh', u'bekal', u'kesan', u'laksana', u'tuju']","[u'senario', u'sekolah', u'laksana', u'kaji', u'kesan', u'tangan', u'sabah', u'jauh', u'status', u'kaum']","[u'senario', u'tuju', u'kaji', u'tangan', u'laksana', u'kesan', u'tetap', u'bekal', u'sekolah', u'sabah']","[u'senario', u'sekolah', u'laksana', u'jauh', u'tangan', u'kaji', u'sabah', u'status', u'tetap', u'tuju']","[u'senario', u'kesan', u'tangan', u'laksana', u'kaji', u'sekolah', u'tetap', u'tuju', u'jauh', u'akibat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'kesan', u'tangan', u'bekal', u'jauh', u'kaji', u'tuju']","[u'senario', u'kaji', u'tangan', u'tetap', u'tuju', u'kesan', u'laksana', u'sekolah', u'bekal', u'sabah']","[u'senario', u'sekolah', u'kaji', u'laksana', u'kesan', u'tangan', u'sabah', u'jauh', u'bangsa', u'kenal']","[u'senario', u'kaji', u'laksana', u'sekolah', u'tangan', u'tetap', u'kesan', u'sabah', u'jauh', u'bangsa']","[u'senario', u'laksana', u'tangan', u'kaji', u'sekolah', u'sabah', u'tetap', u'kesan', u'jauh', u'tuju']","[u'senario', u'tangan', u'kaji', u'tetap', u'kesan', u'tuju', u'sekolah', u'libat', u'siasat', u'laksana']","[u'senario', u'tangan', u'sekolah', u'kaji', u'tetap', u'laksana', u'bekal', u'sabah', u'jauh', u'libat']","[u'senario', u'kaji', u'sekolah', u'kesan', u'tangan', u'laksana', u'tetap', u'jauh', u'tuju', u'libat']"
"[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'laksana', u'kesan', u'jauh', u'kaji', u'ajar']","[u'senario', u'tetap', u'tangan', u'kesan', u'sekolah', u'sabah', u'libat', u'laksana', u'ajar', u'tuju']","[u'senario', u'tetap', u'tangan', u'sekolah', u'ajar', u'libat', u'sabah', u'kaji', u'laksana', u'kesan']","[u'senario', u'tetap', u'sekolah', u'tangan', u'kesan', u'ajar', u'laksana', u'sabah', u'jauh', u'kaji']","[u'senario', u'tetap', u'sabah', u'laksana', u'sekolah', u'tangan', u'ajar', u'libat', u'status', u'sarawak']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'kaji', u'libat', u'ajar', u'laksana', u'kesan']","[u'senario', u'tetap', u'tangan', u'sabah', u'kesan', u'sekolah', u'kaji', u'laksana', u'akibat', u'kenal']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'ajar', u'jauh', u'kesan', u'libat', u'laksana']","[u'senario', u'sekolah', u'sabah', u'laksana', u'tangan', u'ajar', u'kesan', u'bangsa', u'jauh', u'tetap']","[u'senario', u'tetap', u'tangan', u'sabah', u'tuju', u'kesan', u'laksana', u'kaji', u'sekolah', u'libat']","[u'senario', u'sekolah', u'sabah', u'laksana', u'ajar', u'tetap', u'tangan', u'bangsa', u'jauh', u'status']","[u'senario', u'tetap', u'tangan', u'kesan', u'sabah', u'sekolah', u'laksana', u'jauh', u'akibat', u'ajar']","[u'senario', u'sabah', u'sekolah', u'laksana', u'tetap', u'tangan', u'kesan', u'jauh', u'status', u'wujud']","[u'senario', u'tetap', u'tangan', u'sabah', u'kesan', u'sekolah', u'kaji', u'tuju', u'laksana', u'ajar']","[u'senario', u'sekolah', u'sabah', u'tetap', u'tangan', u'kesan', u'laksana', u'bangsa', u'kenal', u'ajar']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'laksana', u'bangsa', u'ajar', u'kaji', u'kesan']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'laksana', u'kesan', u'ajar', u'kaji', u'libat']","[u'senario', u'tetap', u'tangan', u'kesan', u'sabah', u'kaji', u'libat', u'sekolah', u'tuju', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'ajar', u'laksana', u'libat', u'jauh', u'kesan']","[u'senario', u'tetap', u'sekolah', u'tangan', u'kaji', u'kesan', u'ajar', u'sabah', u'laksana', u'jauh']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'siasat', u'tangan', u'khas', u'milik', u'status', u'tetap']","[u'senario', u'laksana', u'sekolah', u'tangan', u'siasat', u'libat', u'sabah', u'status', u'khas', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'status', u'tangan', u'libat', u'siasat', u'khas', u'sabah', u'ajar']","[u'senario', u'laksana', u'sekolah', u'tangan', u'status', u'tetap', u'ajar', u'siasat', u'sabah', u'sarawak']","[u'senario', u'laksana', u'status', u'sekolah', u'sabah', u'sarawak', u'siasat', u'khas', u'libat', u'ajar']","[u'senario', u'laksana', u'sekolah', u'sabah', u'siasat', u'tangan', u'status', u'sarawak', u'libat', u'khas']","[u'senario', u'laksana', u'tangan', u'sabah', u'khas', u'siasat', u'sekolah', u'tetap', u'agama', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'tangan', u'siasat', u'sarawak', u'jenayah', u'ajar']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'siasat', u'sarawak', u'milik', u'khas', u'pecah']","[u'senario', u'laksana', u'siasat', u'status', u'sabah', u'tuju', u'tangan', u'sarawak', u'sekolah', u'libat']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'sarawak', u'ajar', u'siasat', u'khas', u'jenayah']","[u'senario', u'laksana', u'siasat', u'sekolah', u'status', u'tangan', u'sabah', u'kesan', u'jenayah', u'sarawak']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'siasat', u'jenayah', u'pecah', u'rancang', u'sarawak']","[u'senario', u'laksana', u'tangan', u'sekolah', u'sabah', u'sarawak', u'tetap', u'siasat', u'tuju', u'status']","[u'senario', u'laksana', u'sekolah', u'sabah', u'siasat', u'status', u'tangan', u'nilai', u'sarawak', u'jenayah']","[u'senario', u'laksana', u'sekolah', u'siasat', u'sabah', u'status', u'khas', u'tangan', u'milik', u'ajar']","[u'senario', u'laksana', u'sabah', u'siasat', u'sekolah', u'status', u'sarawak', u'tangan', u'tetap', u'libat']","[u'senario', u'siasat', u'laksana', u'tangan', u'tetap', u'sekolah', u'sabah', u'libat', u'khas', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tangan', u'siasat', u'status', u'sarawak', u'ajar', u'khas']","[u'senario', u'laksana', u'sekolah', u'milik', u'tangan', u'khas', u'ajar', u'sarawak', u'siasat', u'libat']"
"[u'senario', u'sabah', u'tetap', u'tangan', u'siasat', u'laksana', u'kenal', u'jauh', u'nilai', u'sarawak']","[u'senario', u'tangan', u'banjir', u'tetap', u'nilai', u'sabah', u'siasat', u'sarawak', u'libat', u'kenal']","[u'senario', u'tangan', u'tetap', u'banjir', u'kenal', u'sabah', u'libat', u'status', u'siasat', u'sarawak']","[u'senario', u'tetap', u'tangan', u'nilai', u'kenal', u'sabah', u'sekolah', u'sarawak', u'status', u'ajar']","[u'senario', u'sabah', u'status', u'sarawak', u'kenal', u'banjir', u'laksana', u'tangan', u'siasat', u'tetap']","[u'senario', u'tangan', u'sabah', u'tetap', u'siasat', u'sarawak', u'nilai', u'status', u'libat', u'laksana']","[u'senario', u'tangan', u'sabah', u'tetap', u'kenal', u'siasat', u'nilai', u'banjir', u'sarawak', u'laksana']","[u'senario', u'tangan', u'sabah', u'nilai', u'kenal', u'tetap', u'status', u'sarawak', u'siasat', u'jauh']","[u'senario', u'sabah', u'status', u'sarawak', u'kenal', u'siasat', u'laksana', u'tangan', u'sekolah', u'banjir']","[u'senario', u'siasat', u'banjir', u'tangan', u'sabah', u'status', u'kenal', u'tetap', u'nilai', u'tuju']","[u'senario', u'status', u'sabah', u'sekolah', u'kenal', u'laksana', u'sarawak', u'ajar', u'tangan', u'nilai']","[u'senario', u'tangan', u'siasat', u'nilai', u'kenal', u'sabah', u'status', u'tetap', u'banjir', u'laksana']","[u'senario', u'sabah', u'laksana', u'status', u'siasat', u'kenal', u'banjir', u'tangan', u'rancang', u'nilai']","[u'senario', u'tangan', u'tetap', u'sabah', u'nilai', u'sarawak', u'kenal', u'of', u'banjir', u'siasat']","[u'senario', u'nilai', u'sabah', u'kenal', u'tangan', u'siasat', u'mati', u'banjir', u'sekolah', u'status']","[u'senario', u'siasat', u'sabah', u'tangan', u'kenal', u'tetap', u'laksana', u'status', u'banjir', u'sekolah']","[u'senario', u'sabah', u'tangan', u'siasat', u'sarawak', u'tetap', u'status', u'laksana', u'nilai', u'kenal']","[u'senario', u'tetap', u'tangan', u'siasat', u'nilai', u'sabah', u'banjir', u'sarawak', u'kenal', u'libat']","[u'senario', u'tangan', u'tetap', u'sabah', u'sarawak', u'kenal', u'status', u'siasat', u'nilai', u'ajar']","[u'senario', u'tangan', u'tetap', u'nilai', u'sarawak', u'sabah', u'jauh', u'ajar', u'kenal', u'sekolah']"
"[u'senario', u'sabah', u'laksana', u'tetap', u'kesan', u'sekolah', u'ajar', u'kaum', u'jauh', u'sarawak']","[u'senario', u'sabah', u'kesan', u'sekolah', u'ajar', u'tetap', u'laksana', u'sarawak', u'tangan', u'bayar']","[u'senario', u'sabah', u'1mdb', u'tetap', u'ajar', u'sekolah', u'laksana', u'sarawak', u'tangan', u'status']","[u'senario', u'sekolah', u'sabah', u'tetap', u'ajar', u'laksana', u'kaum', u'kesan', u'sarawak', u'jauh']","[u'senario', u'sabah', u'sarawak', u'laksana', u'sekolah', u'ajar', u'status', u'khusus', u'bayar', u'tetap']","[u'senario', u'sabah', u'bayar', u'sekolah', u'sarawak', u'tetap', u'laksana', u'1mdb', u'ajar', u'kesan']","[u'senario', u'sabah', u'1mdb', u'tetap', u'tangan', u'kaum', u'kesan', u'laksana', u'akibat', u'sarawak']","[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'sarawak', u'kesan', u'jauh', u'laksana', u'tangan']","[u'senario', u'sabah', u'sekolah', u'laksana', u'bayar', u'sarawak', u'kaum', u'khusus', u'status', u'kesan']","[u'senario', u'sabah', u'laksana', u'kesan', u'bayar', u'tetap', u'status', u'sarawak', u'tangan', u'jauh']","[u'senario', u'sekolah', u'sabah', u'ajar', u'laksana', u'bayar', u'status', u'sarawak', u'jauh', u'kaum']","[u'senario', u'sabah', u'kesan', u'laksana', u'sekolah', u'bayar', u'jauh', u'tangan', u'sarawak', u'tetap']","[u'senario', u'sabah', u'laksana', u'sekolah', u'kesan', u'bayar', u'status', u'jauh', u'sarawak', u'khusus']","[u'senario', u'sabah', u'tetap', u'tangan', u'sarawak', u'bayar', u'ajar', u'kesan', u'sekolah', u'laksana']","[u'senario', u'sabah', u'sekolah', u'kesan', u'laksana', u'ajar', u'1mdb', u'sarawak', u'kaum', u'bayar']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'1mdb', u'siasat', u'tetap', u'kesan', u'bangsa']","[u'senario', u'sabah', u'sarawak', u'laksana', u'sekolah', u'tetap', u'ajar', u'tangan', u'kaum', u'1mdb']","[u'senario', u'1mdb', u'tetap', u'sabah', u'kesan', u'tangan', u'siasat', u'sarawak', u'kaum', u'senarai']","[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'tangan', u'sarawak', u'laksana', u'khusus', u'jauh']","[u'senario', u'kesan', u'sekolah', u'sabah', u'ajar', u'1mdb', u'laksana', u'bayar', u'jauh', u'tetap']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'tangan', u'siasat', u'libat', u'milik', u'tetap', u'kaji']","[u'senario', u'sekolah', u'laksana', u'tangan', u'siasat', u'libat', u'sabah', u'status', u'ajar', u'milik']","[u'senario', u'sekolah', u'laksana', u'tangan', u'siasat', u'status', u'libat', u'sabah', u'milik', u'ajar']","[u'senario', u'sekolah', u'laksana', u'tangan', u'ajar', u'sabah', u'siasat', u'status', u'libat', u'tetap']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'siasat', u'libat', u'tangan', u'sarawak', u'ajar']","[u'senario', u'sekolah', u'laksana', u'tangan', u'siasat', u'sabah', u'libat', u'status', u'sarawak', u'milik']","[u'senario', u'tangan', u'siasat', u'laksana', u'sabah', u'sekolah', u'1mdb', u'tetap', u'milik', u'kaji']","[u'senario', u'sekolah', u'tangan', u'sabah', u'laksana', u'status', u'siasat', u'libat', u'ajar', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'siasat', u'status', u'sabah', u'milik', u'ancang', u'tangan', u'sarawak']","[u'senario', u'laksana', u'siasat', u'status', u'tangan', u'sekolah', u'sabah', u'tuju', u'kaji', u'milik']","[u'senario', u'sekolah', u'laksana', u'status', u'ajar', u'sabah', u'siasat', u'tangan', u'sarawak', u'libat']","[u'senario', u'laksana', u'sekolah', u'siasat', u'tangan', u'sabah', u'status', u'kesan', u'kawal', u'libat']","[u'senario', u'laksana', u'sekolah', u'siasat', u'sabah', u'status', u'ubat', u'tangan', u'rancang', u'ancang']","[u'senario', u'tangan', u'sekolah', u'laksana', u'sabah', u'siasat', u'ajar', u'kaji', u'sarawak', u'tuju']","[u'senario', u'sekolah', u'laksana', u'sabah', u'siasat', u'tangan', u'status', u'milik', u'nilai', u'ajar']","[u'senario', u'sekolah', u'siasat', u'laksana', u'tangan', u'sabah', u'status', u'milik', u'ajar', u'libat']","[u'senario', u'siasat', u'sabah', u'sekolah', u'laksana', u'tangan', u'status', u'sarawak', u'ajar', u'libat']","[u'senario', u'siasat', u'1mdb', u'tangan', u'tetap', u'sabah', u'sekolah', u'laksana', u'kaji', u'libat']","[u'senario', u'sekolah', u'tangan', u'laksana', u'sabah', u'siasat', u'status', u'libat', u'ajar', u'sarawak']","[u'senario', u'sekolah', u'laksana', u'tangan', u'milik', u'libat', u'ajar', u'kaji', u'siasat', u'sabah']"
"[u'senario', u'laksana', u'sabah', u'tetap', u'kesan', u'sekolah', u'bekal', u'kaji', u'kaum', u'tangan']","[u'senario', u'laksana', u'sekolah', u'kesan', u'sabah', u'tetap', u'bekal', u'nilai', u'tangan', u'ajar']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tetap', u'kaji', u'kesan', u'status', u'bekal', u'suruhanjaya']","[u'senario', u'sekolah', u'laksana', u'tetap', u'sabah', u'kesan', u'kaum', u'ajar', u'tangan', u'senarai']","[u'senario', u'laksana', u'sabah', u'sekolah', u'bekal', u'suruhanjaya', u'kesan', u'status', u'tetap', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tetap', u'kesan', u'bekal', u'tangan', u'siasat', u'nilai']","[u'senario', u'laksana', u'sabah', u'kesan', u'tetap', u'sekolah', u'tangan', u'suruhanjaya', u'bekal', u'kaji']","[u'senario', u'sabah', u'sekolah', u'laksana', u'bekal', u'kesan', u'tetap', u'tangan', u'suruhanjaya', u'status']","[u'senario', u'laksana', u'sekolah', u'sabah', u'kesan', u'suruhanjaya', u'status', u'kaum', u'bekal', u'siasat']","[u'senario', u'laksana', u'kesan', u'sabah', u'bekal', u'tetap', u'suruhanjaya', u'siasat', u'sekolah', u'kaji']","[u'senario', u'sekolah', u'laksana', u'sabah', u'status', u'kesan', u'ajar', u'bekal', u'tetap', u'senarai']","[u'senario', u'laksana', u'kesan', u'sekolah', u'sabah', u'bekal', u'suruhanjaya', u'tetap', u'kaum', u'tangan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'kesan', u'bekal', u'suruhanjaya', u'siasat', u'tetap', u'1malaysia']","[u'senario', u'sekolah', u'laksana', u'sabah', u'tetap', u'kesan', u'tangan', u'bekal', u'kaji', u'nilai']","[u'senario', u'sekolah', u'laksana', u'sabah', u'kesan', u'nilai', u'bekal', u'kaum', u'suruhanjaya', u'tetap']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tetap', u'kesan', u'siasat', u'tangan', u'suruhanjaya', u'kaji']","[u'senario', u'sabah', u'laksana', u'sekolah', u'suruhanjaya', u'tetap', u'siasat', u'kesan', u'bekal', u'tangan']","[u'senario', u'kesan', u'tetap', u'sabah', u'laksana', u'bekal', u'kaji', u'siasat', u'sekolah', u'tangan']","[u'senario', u'sekolah', u'laksana', u'sabah', u'tetap', u'bekal', u'kesan', u'tangan', u'ajar', u'kaji']","[u'senario', u'sekolah', u'kesan', u'laksana', u'sabah', u'tetap', u'kaji', u'bekal', u'nilai', u'tangan']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'kanak', u'bayar', u'kesan', u'libat', u'ajar']","[u'senario', u'laksana', u'sekolah', u'sabah', u'bayar', u'ajar', u'kanak', u'tetap', u'libat', u'kesan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tetap', u'bayar', u'ajar', u'libat', u'kaji', u'tuju']","[u'senario', u'sekolah', u'laksana', u'sabah', u'tetap', u'kanak', u'ajar', u'bayar', u'sarawak', u'jenayah']","[u'senario', u'laksana', u'sabah', u'sekolah', u'libat', u'bayar', u'jenayah', u'ajar', u'status', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'bayar', u'sabah', u'libat', u'ajar', u'tetap', u'sarawak', u'tangan']","[u'senario', u'laksana', u'sabah', u'tetap', u'bayar', u'sekolah', u'tangan', u'agama', u'kenal', u'kesan']","[u'senario', u'sabah', u'laksana', u'sekolah', u'kanak', u'jenayah', u'bayar', u'tetap', u'ajar', u'libat']","[u'senario', u'laksana', u'sekolah', u'bayar', u'sabah', u'ancang', u'khusus', u'status', u'jenayah', u'kenal']","[u'senario', u'laksana', u'bayar', u'sabah', u'tuju', u'tetap', u'jenayah', u'sekolah', u'kesan', u'kaji']","[u'senario', u'sekolah', u'laksana', u'bayar', u'sabah', u'ajar', u'status', u'jenayah', u'ancang', u'kenal']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'bayar', u'agama', u'kesan', u'kenal', u'tetap']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'bayar', u'ancang', u'rancang', u'kesan', u'kanak']","[u'senario', u'bayar', u'laksana', u'sabah', u'sekolah', u'tetap', u'tuju', u'kanak', u'ajar', u'tangan']","[u'senario', u'laksana', u'sabah', u'sekolah', u'bayar', u'selesai', u'kanak', u'kesan', u'jenayah', u'kenal']","[u'senario', u'laksana', u'sekolah', u'sabah', u'bayar', u'ajar', u'tetap', u'tangan', u'kanak', u'kenal']","[u'senario', u'sabah', u'laksana', u'sekolah', u'bayar', u'tetap', u'sarawak', u'jenayah', u'tangan', u'ajar']","[u'senario', u'tetap', u'sabah', u'laksana', u'kesan', u'bayar', u'sekolah', u'tuju', u'tangan', u'kaji']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'tetap', u'bayar', u'tangan', u'libat', u'jenayah']","[u'senario', u'sekolah', u'laksana', u'bayar', u'sabah', u'kesan', u'libat', u'ajar', u'tetap', u'tuju']"
